"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"85667","Andorra","2016","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2017","863","1"
"85668","Andorra","2016","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2016","847","1"
"85669","Andorra","2016","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2016","883","1"
"85670","Andorra","2016","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2017","939","1"
"85673","Andorra","2016","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2016","948","1"
"85674","Andorra","2016","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2017","966","1"
"85675","Andorra","2016","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2017","1081","1"
"85676","Andorra","2016","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2016","986","1"
"85677","Andorra","2016","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2017","1150","1"
"85678","Andorra","2016","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2016","1094","1"
"85679","Andorra","2016","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2016","1152","1"
"85680","Andorra","2016","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2017","1201","1"
"85681","Andorra","2016","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2017","1153","1"
"85682","Andorra","2016","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2016","1214","1"
"85685","Andorra","2016","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2016","1153","1"
"85686","Andorra","2016","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2017","1280","1"
"85687","Andorra","2016","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2017","1242","1"
"85688","Andorra","2016","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2016","1284","1"
"85689","Andorra","2016","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2016","1261","1"
"85690","Andorra","2016","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2017","1359","1"
"85691","Andorra","2016","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2017","1311","1"
"85692","Andorra","2016","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2016","1376","1"
"85693","Andorra","2016","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2016","1312","1"
"85694","Andorra","2016","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2017","1391","1"
"85697","Andorra","2016","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2017","1408","1"
"85698","Andorra","2016","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2016","1404","1"
"85699","Andorra","2016","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2016","1402","1"
"85700","Andorra","2016","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2017","1396","1"
"85701","Andorra","2016","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2017","1433","1"
"85702","Andorra","2016","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2016","1397","1"
"85703","Andorra","2016","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2017","1309","1"
"85704","Andorra","2016","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2016","1440","1"
"85705","Andorra","2016","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2016","1331","1"
"85706","Andorra","2016","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2017","1305","1"
"85709","Andorra","2016","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2016","1316","1"
"85710","Andorra","2016","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2017","1256","1"
"85711","Andorra","2016","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2017","1383","1"
"85712","Andorra","2016","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2016","1280","1"
"85713","Andorra","2016","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2017","1294","1"
"85714","Andorra","2016","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2016","1392","1"
"85715","Andorra","2016","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2016","1306","1"
"85716","Andorra","2016","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2017","1302","1"
"85717","Andorra","2016","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2017","1314","1"
"85718","Andorra","2016","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2016","1310","1"
"85721","Andorra","2016","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2016","1317","1"
"85722","Andorra","2016","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2017","1227","1"
"85723","Andorra","2016","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2017","1265","1"
"85724","Andorra","2016","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2016","1222","1"
"85725","Andorra","2016","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2016","1267","1"
"85726","Andorra","2016","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2017","1205","1"
"85727","Andorra","2016","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2017","1120","1"
"85728","Andorra","2016","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2016","1211","1"
"85729","Andorra","2016","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2016","1129","1"
"85730","Andorra","2016","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2017","1127","1"
"85733","Andorra","2016","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2017","1037","1"
"85734","Andorra","2016","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2016","1140","1"
"85735","Andorra","2016","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2016","1043","1"
"85736","Andorra","2016","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2017","987","1"
"85737","Andorra","2016","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2017","902","1"
"85738","Andorra","2016","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2016","994","1"
"85739","Andorra","2016","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2017","896","1"
"85740","Andorra","2016","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2016","906","1"
"85741","Andorra","2016","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2016","891","1"
"85742","Andorra","2016","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2017","879","1"
"85745","Andorra","2016","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2016","875","1"
"85746","Andorra","2016","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2017","772","1"
"85747","Andorra","2016","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2017","735","1"
"85748","Andorra","2016","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2016","783","1"
"85749","Andorra","2016","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2017","687","1"
"85750","Andorra","2016","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2016","740","1"
"85751","Andorra","2016","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2016","688","1"
"85752","Andorra","2016","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2017","627","1"
"85753","Andorra","2016","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2017","648","1"
"85754","Andorra","2016","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2016","635","1"
"85757","Andorra","2016","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2016","654","1"
"85758","Andorra","2016","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2017","619","1"
"85759","Andorra","2016","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2017","647","1"
"85760","Andorra","2016","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2016","620","1"
"85761","Andorra","2016","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2016","648","1"
"85762","Andorra","2016","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2017","578","1"
"85763","Andorra","2016","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2017","507","1"
"85764","Andorra","2016","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2016","575","1"
"85765","Andorra","2016","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2016","504","1"
"85766","Andorra","2016","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2017","508","1"
"85769","Andorra","2016","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2017","490","1"
"85770","Andorra","2016","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2016","507","1"
"85771","Andorra","2016","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2016","494","1"
"85772","Andorra","2016","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2017","476","1"
"85773","Andorra","2016","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2017","406","1"
"85774","Andorra","2016","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2016","484","1"
"85775","Andorra","2016","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2016","408","1"
"85776","Andorra","2016","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2017","348","1"
"85777","Andorra","2016","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2017","396","1"
"85778","Andorra","2016","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2016","348","1"
"85781","Andorra","2016","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2016","397","1"
"85782","Andorra","2016","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2017","267","1"
"85783","Andorra","2016","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2017","264","1"
"85784","Andorra","2016","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2016","269","1"
"85785","Andorra","2016","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2017","294","1"
"85786","Andorra","2016","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2016","263","1"
"85787","Andorra","2016","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2016","290","1"
"85788","Andorra","2016","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2017","299","1"
"85789","Andorra","2016","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2017","266","1"
